#{"t_start": 1788749854.181271, "env_id": "None"}
r,l,t
-165.359909,48,163.052353
-203.815963,48,163.375857
-150.424654,48,163.695273
-147.260194,48,164.015801
-130.318376,48,164.33507
-286.645057,48,164.654255
-125.45106,48,164.97962
-136.456421,48,165.306028
-214.767714,48,165.629264
-129.667048,48,165.952989
-147.746015,48,166.271754
-111.612954,48,166.591296
-183.933078,48,166.90915
-109.380372,48,167.226471
-167.800669,48,167.541038
-186.919453,48,167.875419
-305.429707,48,168.214207
-310.023498,48,168.537028
-332.303048,48,168.867582
-334.646389,48,169.211774
-331.519942,48,169.541485
-208.186405,48,169.861706
-102.053881,48,170.182479
-273.229747,48,170.502209
-276.03529,48,170.820675
-139.039194,48,171.137407
-196.712163,48,171.459096
-180.934216,48,171.775652
-141.314166,48,172.093248
-212.944361,48,172.412638
-266.431839,48,172.748781
-215.011776,48,173.078271
-250.863691,48,173.406399
-162.890576,48,173.731636
-135.630524,48,174.05439
-155.440521,48,174.379684
-117.532494,48,174.705531
-136.884309,48,175.02649
-185.066465,48,175.346067
-113.94903,48,175.666611
-137.353328,48,175.986161
-211.88696,48,176.305531
-110.331109,48,176.623571
-149.678539,48,176.949865
-225.461443,48,177.277538
-135.264549,48,177.608066
-123.214488,48,177.941497
-138.320274,48,178.27403
-249.963323,48,178.598686
-179.44281,48,178.917016
-226.989553,48,179.235407
-256.023117,48,179.555458
-126.945954,48,179.877777
-287.609266,48,180.207309
-198.363026,48,180.526664
-197.752929,48,180.844036
-243.408664,48,181.164509
-167.779116,48,181.491168
-94.405884,48,181.815342
-233.259305,48,182.140416
-114.812594,48,182.460718
-121.092657,48,182.78675
-172.174232,48,183.104178
-183.49473,48,183.425706
-120.282602,48,183.74521
-193.540197,48,184.063765
-387.101234,48,184.390366
-144.971003,48,184.720174
-129.945392,48,187.648662
-156.448543,48,187.971565
-250.805749,48,188.31732
-178.794411,48,188.644595
-121.916274,48,188.964874
-178.933724,48,189.295682
-223.444532,48,189.625513
-145.643916,48,189.955668
-180.739336,48,190.283259
-238.882686,48,190.609508
-177.531069,48,190.929861
-209.970096,48,191.249733
-318.412592,48,191.565985
-125.822932,48,191.890854
-151.349874,48,192.211054
-124.131489,48,192.529283
-249.028586,48,192.853255
-152.921091,48,193.174803
-366.641556,48,193.495641
-146.752174,48,193.823257
-355.959373,48,194.158837
-265.524862,48,194.48133
-349.623756,48,194.802273
-150.303721,48,195.119901
-247.361727,48,195.451339
-237.90683,48,195.781363
-214.911447,48,196.106369
-202.870863,48,196.431908
-171.874234,48,196.751836
-165.303317,48,197.066372
-168.114524,48,197.389668
-190.838148,48,197.713165
-287.774337,48,198.035857
-152.866893,48,198.380036
-158.764158,48,198.70999
-213.102964,48,199.028556
-134.528229,48,199.347923
-198.555224,48,199.666405
-141.993589,48,199.985714
-309.756186,48,200.306222
-109.849058,48,200.627673
-295.463673,48,200.976145
-276.668416,48,201.301231
-119.701782,48,201.621699
-124.772796,48,201.951925
-103.896776,48,202.278792
-149.230487,48,202.60365
-194.55306,48,202.927263
-121.435146,48,203.247312
-230.05792,48,203.564541
-162.24812,48,203.889759
-124.593251,48,204.20636
-116.493636,48,204.527064
-208.07566,48,204.84541
-170.685542,48,205.164135
-120.616121,48,205.486926
-180.345212,48,205.81259
-164.732069,48,206.155505
-156.407066,48,206.476779
-186.747086,48,206.797795
-162.804183,48,207.124606
-142.763625,48,207.454411
-145.832506,48,207.773169
-234.425542,48,208.098059
-188.720917,48,208.43397
-283.857215,48,208.752655
-164.302926,48,209.073945
-246.383795,48,209.397813
-141.281699,48,209.720443
-139.859016,48,210.044771
-296.520697,48,210.366501
-323.575621,48,210.682425
-138.960096,48,211.003663
-492.630216,48,211.324703
-136.086141,48,211.64055
-108.803935,48,211.959018
-336.259038,48,212.278047
-170.239662,48,212.594751
-246.177236,48,212.914194
-150.831002,48,213.245995
-268.615127,48,213.567611
-212.41199,48,213.893827
-169.581557,48,214.217831
-113.427708,48,214.537429
-234.045237,48,214.866691
-156.677957,48,215.194983
-244.721589,48,215.515338
-273.210113,48,215.835294
-281.674386,48,216.154088
-112.433402,48,216.481038
-164.242385,48,216.821371
-251.518148,48,217.152082
-182.293815,48,217.489666
-211.011804,48,217.811574
-107.056145,48,218.134945
-102.34813,48,218.467433
-109.855217,48,218.794895
-184.150242,48,219.117854
-167.391924,48,219.438524
-206.633585,48,219.757902
-242.554491,48,220.078202
-194.89158,48,220.39978
-128.253736,48,220.834098
-239.588429,48,221.157557
-249.788865,48,221.481993
